MAG_ID	Completeness	Contamination	Contigs_num	tRNA_num	rRNA_num	Quality
Boar-s2_bin_37	95.16	0.81	71	33	2	High-quality
F5138_bin_15	95.16	0.2	197	50	0	High-quality
LW1-s150761_bin_36	95.16	0.97	172	42	2	High-quality
LW1-s151260_bin_33	95.16	2.27	168	45	1	High-quality
QHF6-unmapped_bin_388	95.16	1.01	151	26	0	High-quality
Tibetan-s3800-26F_bin_4	95.16	1.24	65	45	0	High-quality
W4975_bin_13	95.17	0.71	107	41	1	High-quality
F5014_bin_8	95.18	1.34	303	23	2	High-quality
Boar-s5_bin_35	95.19	1.08	176	33	1	High-quality
F4364_bin_13	95.19	0.67	147	41	0	High-quality
LW2-s127575_bin_30	95.19	0	35	43	0	High-quality
Tibetan-s3480-3M_bin_2	95.19	0	147	37	1	High-quality
Boar-s5_bin_22	95.21	0	28	39	0	High-quality
Boar-s14_bin_32	95.22	0.84	197	32	1	High-quality
F5421_bin_22	95.22	3.53	43	30	0	High-quality
LW1-s151433_bin_3	95.24	0.48	38	42	1	High-quality
F5122_bin_22	95.25	0.7	187	40	1	High-quality
Tibetan-s3800-8M_bin_10	95.25	2.29	208	67	5	High-quality
S191108A_bin_33	95.26	0.95	79	46	0	High-quality
Boar-s22_bin_23	95.27	0.68	36	44	0	High-quality
Boar-s4_bin_19	95.28	0.22	334	45	1	High-quality
F5256_bin_8	95.28	0.47	149	30	0	High-quality
Boar-s22_bin_22	95.29	0.47	308	39	0	High-quality
W4982_bin_12	95.29	2.16	69	41	0	High-quality
BL-unmapped_bin_35	95.3	0.76	62	32	1	High-quality
Boar-s2_bin_14	95.3	0.02	55	34	0	High-quality
Duroc-Low2_bin_44	95.3	2.33	157	44	2	High-quality
F4954_bin_54	95.3	0.67	211	33	0	High-quality
F4983_bin_19	95.3	0.34	120	29	1	High-quality
F5157_bin_40	95.3	1.34	136	25	0	High-quality
F5299_bin_52	95.3	4.75	160	34	3	High-quality
F5313_bin_46	95.3	0	113	20	2	High-quality
F5316_bin_13	95.3	1.57	172	30	4	High-quality
W5007_bin_12	95.31	1.69	141	25	1	High-quality
F5640_bin_15	95.32	0.83	180	32	0	High-quality
F5153_bin_16	95.34	0	208	28	2	High-quality
F5382_bin_35	95.37	3.58	340	48	3	High-quality
Boar-s4_bin_11	95.39	1.34	150	40	2	High-quality
F4890_bin_29	95.39	2.3	188	30	0	High-quality
F5619_bin_8	95.39	1.21	206	38	0	High-quality
LW2-s126575_bin_36	95.4	0.38	161	31	0	High-quality
Boar-s23_bin_35	95.41	1.68	231	33	0	High-quality
C4979_bin_20	95.41	0	158	25	0	High-quality
F5138_bin_53	95.41	0.49	128	44	0	High-quality
Boar-s11_bin_2	95.43	0.1	54	46	1	High-quality
S53008A_bin_26	95.43	0.48	149	40	1	High-quality
F4364_bin_29	95.44	1.48	142	44	1	High-quality
F5347_bin_22	95.44	0	114	29	1	High-quality
BL-unmapped_bin_26	95.45	0.95	113	38	0	High-quality
F4981_bin_61	95.45	0	63	45	1	High-quality
S127912B_bin_54	95.45	0.88	133	46	1	High-quality
LW1-s151103_bin_11	95.46	2.25	89	57	0	High-quality
LW1-s151760_bin_9	95.47	0.5	43	53	1	High-quality
QHF6-unmapped_bin_312	95.47	0.89	211	35	1	High-quality
W5042_bin_35	95.47	0.15	147	46	2	High-quality
Boar-s13_bin_14	95.48	0.24	67	40	0	High-quality
F5498_bin_13	95.48	0	54	37	0	High-quality
Tibetan-s3800-12F_bin_24	95.48	0	51	42	0	High-quality
C4950_bin_15	95.51	0	120	37	0	High-quality
Duroc-Low6_bin_21	95.51	0	156	75	1	High-quality
F4974_bin_6	95.51	0.32	155	29	0	High-quality
Tibetan-s3800-53F_bin_29	95.51	3.49	246	44	1	High-quality
Boar-s19_bin_37	95.53	0	84	39	0	High-quality
F4436_bin_21	95.53	1.04	399	50	1	High-quality
F5141_bin_56	95.53	0.67	128	32	1	High-quality
F5210_bin_32	95.53	1.34	111	33	0	High-quality
LW2-s126572_bin_56	95.53	0.19	214	28	1	High-quality
LW2-s126572_bin_27	95.54	1.55	97	39	4	High-quality
F5244_bin_32	95.56	1.16	164	35	0	High-quality
LW1-s151487_bin_5	95.56	0.63	84	45	6	High-quality
W4930_bin_1	95.56	1.48	101	38	3	High-quality
Tibetan-s3800-26F_bin_3	95.57	0.82	126	52	2	High-quality
F5350_bin_44	95.58	0.22	100	42	1	High-quality
W4975_bin_21	95.58	2.32	129	43	1	High-quality
Boar-s10_bin_33	95.59	0.88	157	39	1	High-quality
F4924_bin_53	95.59	0.48	85	29	0	High-quality
Boar-s35_bin_30	95.6	1.1	36	47	1	High-quality
S50506B_bin_33	95.6	0	154	51	1	High-quality
Tibetan-s1004M_bin_22	95.6	0.13	254	48	1	High-quality
F4903_bin_11	95.64	0.02	80	32	0	High-quality
F4975_bin_6	95.64	2.68	176	46	3	High-quality
F5031_bin_36	95.64	0.22	167	33	3	High-quality
W4936_bin_1	95.64	0.67	108	37	1	High-quality
F5436_bin_33	95.65	1.93	76	32	0	High-quality
F5399_bin_28	95.66	0	67	44	0	High-quality
QHF6-unmapped_bin_158	95.66	0.27	95	26	0	High-quality
Tibetan-s3480-40M_bin_21	95.67	0	59	37	0	High-quality
Tibetan-s3800-53F_bin_10	95.7	0.18	96	37	2	High-quality
BL-unmapped_bin_67	95.71	1.92	154	41	2	High-quality
Boar-s2_bin_17	95.71	0.77	115	42	0	High-quality
Duroc.SH-FCR.HF2_bin_16	95.71	1.27	224	33	0	High-quality
C4936_bin_33	95.73	2.44	568	54	1	High-quality
LW1-s150947_bin_40	95.73	0.31	63	38	1	High-quality
BL-unmapped_bin_213	95.74	0.35	99	33	1	High-quality
F4653_bin_32	95.74	0	123	25	2	High-quality
QHF6-unmapped_bin_620	95.74	0.71	38	23	0	High-quality
F5158_bin_53	95.75	0.44	115	44	2	High-quality
W5021_bin_43	95.75	0	59	35	1	High-quality
S58506A_bin_9	95.77	1.96	414	34	0	High-quality
C4975_bin_14	95.8	0.71	169	21	2	High-quality
Laiwu-LwJeOb_bin_9	95.8	0.7	116	40	0	High-quality
LW1-s151070_bin_1	95.8	2.13	203	59	3	High-quality
Tibetan-s3480-16M_bin_3	95.8	1.46	266	39	0	High-quality
Tibetan-s3480-29M_bin_16	95.8	3.38	215	39	0	High-quality
Boar-s19_bin_2	95.81	2.03	233	44	1	High-quality
QHF6-unmapped_bin_157	95.83	0.89	50	29	1	High-quality
F5316_bin_8	95.84	1.01	53	34	0	High-quality
Duroc.SH-FCR.HM4_bin_3	95.85	2	139	35	0	High-quality
S53008A_bin_2	95.85	2.08	204	40	2	High-quality
I5021_bin_8	95.86	0.75	59	28	2	High-quality
C4975_bin_26	95.89	0.71	234	32	0	High-quality
Duroc-High3_bin_12	95.89	2.18	204	48	0	High-quality
F4960_bin_4	95.89	1.68	193	29	2	High-quality
F5052_bin_11	95.9	0.29	137	49	2	High-quality
F4453_bin_30	95.92	0	552	29	1	High-quality
F5031_bin_47	95.93	1.68	225	34	1	High-quality
S133506B_bin_29	95.93	0.89	248	38	2	High-quality
LW1-sD150971_bin_8	95.94	1.99	265	57	8	High-quality
Boar-s35_bin_18	95.95	0.24	92	42	2	High-quality
F5372_bin_45	95.95	0.23	156	49	1	High-quality
QHF6-unmapped_bin_45	95.95	0	86	31	0	High-quality
W5021_bin_71	95.96	3.57	272	37	2	High-quality
Boar-s10_bin_36	95.97	0	145	47	0	High-quality
Boar-s11_bin_22	95.97	0	40	28	0	High-quality
Boar-s4_bin_9	95.97	0.67	84	31	0	High-quality
Duroc-Low3_bin_23	95.97	0	87	49	3	High-quality
Duroc-Low4_bin_15	95.97	0.17	153	39	2	High-quality
Duroc.SH-FCR.HM3_bin_6	95.97	0.8	138	52	1	High-quality
LW2-s127153_bin_11	95.97	0	56	54	3	High-quality
S64110B_bin_16	95.97	1.07	175	29	1	High-quality
Tibetan-s3800-26F_bin_20	95.97	1.23	102	27	1	High-quality
QHF6-unmapped_bin_249	95.98	0.7	86	35	0	High-quality
Boar-s2_bin_44	96	0	102	35	2	High-quality
Boar-s35_bin_6	96	0	190	44	0	High-quality
Boar-s5_bin_31	96.03	0.87	117	48	2	High-quality
W4930_bin_6	96.04	1.26	328	41	0	High-quality
W5021_bin_90	96.05	2.22	252	35	0	High-quality
Boar-s10_bin_19	96.07	0	126	48	3	High-quality
F5224_bin_37	96.07	2.69	234	46	3	High-quality
F5512_bin_1	96.07	0	118	15	0	High-quality
LW1-s150761_bin_7	96.07	1.84	176	49	1	High-quality
LW2-s127575_bin_31	96.09	1.01	133	41	1	High-quality
F5284_bin_1	96.1	0	133	38	1	High-quality
F5647_bin_53	96.1	1.73	172	35	0	High-quality
Tibetan-s3480-29M_bin_27	96.11	1.11	138	43	0	High-quality
LW1-s150947_bin_15	96.12	0.13	104	64	1	High-quality
S127912A_bin_35	96.12	0.59	202	34	0	High-quality
Duroc-High3_bin_17	96.14	1.29	161	40	4	High-quality
LW1-s151260_bin_2	96.14	0.67	120	41	0	High-quality
F5084_bin_67	96.15	0	57	45	0	High-quality
F5455_bin_32	96.15	0	56	36	0	High-quality
LW2-s126575_bin_42	96.15	0	40	39	0	High-quality
Boar-s4_bin_4	96.16	1.18	80	45	0	High-quality
F4988_bin_25	96.16	0.34	51	39	2	High-quality
Boar-s7_bin_16	96.17	0.77	125	40	0	High-quality
F5288_bin_20	96.17	0	145	33	1	High-quality
F5163_bin_8	96.19	2	483	35	0	High-quality
F5497_bin_44	96.19	0.73	78	42	2	High-quality
S41004B_bin_16	96.19	1.9	363	32	0	High-quality
Boar-s8_bin_21	96.2	0.02	38	35	0	High-quality
Tibetan-s3016F_bin_7	96.2	2.65	119	39	0	High-quality
Duroc.SH-FCR.LM1_bin_1	96.22	0.74	177	51	1	High-quality
W4936_bin_6	96.23	0	153	42	0	High-quality
W5021_bin_46	96.23	0.38	43	40	0	High-quality
Duroc.SH-FCR.HF2_bin_13	96.24	0.09	125	36	1	High-quality
F4675_bin_62	96.24	0	56	49	0	High-quality
F4962_bin_45	96.24	0	53	48	1	High-quality
F5342_bin_17	96.24	1.47	154	33	1	High-quality
W4930_bin_5	96.24	0	128	52	1	High-quality
LW2-s127153_bin_52	96.25	0	221	17	0	High-quality
F5111_bin_38	96.26	1.05	164	30	0	High-quality
S72204A_bin_10	96.26	0.67	213	38	1	High-quality
F4690_bin_77	96.27	2.63	271	29	0	High-quality
F5610_bin_21	96.27	0	235	32	0	High-quality
LW2-s127530_bin_14	96.29	1.34	86	35	0	High-quality
Boar-s19_bin_13	96.31	0.67	384	28	0	High-quality
Boar-s19_bin_41	96.31	1.34	163	39	3	High-quality
F5622_bin_40	96.31	1.01	262	34	0	High-quality
QHF6-unmapped_bin_105	96.31	1.34	34	41	0	High-quality
S53008A_bin_63	96.33	0.74	107	57	1	High-quality
F5572_bin_9	96.34	0	125	41	1	High-quality
Boar-s7_bin_37	96.37	0.56	80	31	2	High-quality
F4993_bin_67	96.38	0.72	71	39	0	High-quality
Duroc.SH-FCR.HM4_bin_1	96.39	0.67	92	33	0	High-quality
F5404_bin_46	96.39	1.57	109	42	0	High-quality
Boar-s22_bin_3	96.42	1.15	136	41	0	High-quality
Duroc.SH-FCR.HF1_bin_14	96.42	2.24	217	61	4	High-quality
F5224_bin_75	96.42	0	113	29	2	High-quality
F5298_bin_37	96.42	0.67	64	31	1	High-quality
F5329_bin_6	96.42	1.36	155	45	0	High-quality
W4930_bin_54	96.42	0.73	214	42	0	High-quality
Boar-s14_bin_39	96.43	0	136	39	0	High-quality
Boar-s2_bin_21	96.43	0.16	54	43	0	High-quality
F4950_bin_31	96.45	0.22	105	52	2	High-quality
W4950_bin_19	96.46	0.47	158	45	2	High-quality
F5572_bin_6	96.48	1.51	107	38	3	High-quality
Boar-s23_bin_19	96.5	0.7	82	40	0	High-quality
F5500_bin_51	96.5	1.48	332	40	1	High-quality
S95008B_bin_27	96.5	1.95	199	39	6	High-quality
S95012B_bin_11	96.51	3.41	379	41	0	High-quality
Tibetan-s1400-55F_bin_9	96.52	4.01	165	23	0	High-quality
Boar-s11_bin_33	96.55	1.81	157	45	1	High-quality
Boar-s13_bin_15	96.55	0.13	127	41	0	High-quality
Boar-s7_bin_9	96.55	1.72	57	45	1	High-quality
C4975_bin_48	96.55	1.7	80	40	0	High-quality
LW2-s127153_bin_45	96.56	0.93	71	55	0	High-quality
C4982_bin_14	96.57	0	63	33	0	High-quality
F4595_bin_45	96.57	0.2	399	57	1	High-quality
S38902B_bin_2	96.57	0	88	41	2	High-quality
F4595_bin_23	96.59	0.06	148	41	0	High-quality
LW2-s127063_bin_29	96.61	0	66	45	0	High-quality
Boar-s2_bin_31	96.63	1.12	50	49	1	High-quality
Boar-s2_bin_40	96.63	0.56	98	45	1	High-quality
LW1-s150947_bin_30	96.63	0	37	45	0	High-quality
LW2-s127145_bin_27	96.63	0	19	42	4	High-quality
W4930_bin_24	96.63	2.59	61	34	1	High-quality
Boar-s5_bin_10	96.64	0	87	44	1	High-quality
C4982_bin_38	96.64	0	118	30	2	High-quality
Duroc-Low6_bin_35	96.64	0	230	29	0	High-quality
Duroc.SH-FCR.LF3_bin_11	96.64	0.5	249	24	0	High-quality
F4410_bin_1	96.64	0.11	147	34	2	High-quality
F4665_bin_15	96.64	0.56	122	34	2	High-quality
F4924_bin_71	96.64	0.02	122	33	0	High-quality
F5094_bin_21	96.64	0.34	87	37	0	High-quality
F5157_bin_24	96.64	1.24	110	47	0	High-quality
F5235_bin_23	96.64	0	45	39	1	High-quality
F5366_bin_9	96.64	0	132	36	1	High-quality
F5511_bin_33	96.64	0.34	103	39	0	High-quality
F5640_bin_10	96.64	0.34	51	31	2	High-quality
F5642_bin_13	96.64	0.4	93	37	0	High-quality
LW1-s151433_bin_10	96.64	0.67	71	39	3	High-quality
W5021_bin_49	96.64	0	64	32	2	High-quality
W5042_bin_17	96.64	0	52	37	0	High-quality
S75706B_bin_32	96.67	1.05	285	58	14	High-quality
S95006B_bin_44	96.7	1.51	114	38	1	High-quality
Tibetan-s3800-19M_bin_18	96.7	0	40	47	1	High-quality
F5379_bin_37	96.71	3.49	413	31	1	High-quality
LW2-s127153_bin_19	96.71	0.22	73	31	0	High-quality
F5302_bin_7	96.76	0	65	33	2	High-quality
Duroc-High4_bin_25	96.77	0	43	36	1	High-quality
F5239_bin_17	96.77	1.79	148	37	1	High-quality
LW2-s126572_bin_26	96.77	2.48	193	32	1	High-quality
Tibetan-s3800-19M_bin_7	96.77	0	38	36	1	High-quality
W4950_bin_23	96.77	0	104	35	2	High-quality
W5021_bin_73	96.77	1.61	120	50	0	High-quality
LW1-s151116_bin_26	96.78	0.06	116	32	0	High-quality
W4930_bin_40	96.79	0.88	104	45	0	High-quality
C4979_bin_9	96.81	0	207	45	1	High-quality
LW2-s126610_bin_14	96.81	0.71	53	22	0	High-quality
F4910_bin_18	96.83	1.23	126	28	0	High-quality
F4592_bin_16	96.85	2.42	124	36	0	High-quality
Tibetan-s3800-12F_bin_40	96.85	0	31	40	2	High-quality
F5218_bin_4	96.87	3.57	279	35	0	High-quality
F5384_bin_1	96.88	0	78	40	0	High-quality
F5619_bin_41	96.88	2.21	144	44	0	High-quality
Tibetan-s3006F_bin_4	96.89	1.3	115	46	1	High-quality
F4390_bin_13	96.91	1.69	100	39	0	High-quality
F4873_bin_26	96.92	0	161	37	2	High-quality
F5131_bin_8	96.93	0.71	178	38	2	High-quality
Duroc-Low3_bin_13	96.94	0.97	164	49	1	High-quality
LW2-s126575_bin_4	96.94	1.01	36	43	1	High-quality
LW2-s126610_bin_22	96.94	0.34	50	42	1	High-quality
W4978_bin_1	96.94	0.67	74	46	2	High-quality
F5572_bin_10	96.96	1.01	82	33	0	High-quality
F5058_bin_29	96.97	0.19	88	62	1	High-quality
W4978_bin_31	96.97	0.75	220	39	0	High-quality
F4563_bin_37	96.98	0	139	40	1	High-quality
F5235_bin_65	96.98	0.34	73	37	0	High-quality
QHF6-unmapped_bin_386	96.98	0	103	32	0	High-quality
S127906A_bin_52	96.98	1.79	173	42	2	High-quality
LW2-s127575_bin_17	97.01	0.06	65	70	0	High-quality
Laiwu-LwIlLe_bin_12	97.02	0.87	83	36	0	High-quality
F4962_bin_21	97.03	1.36	79	42	1	High-quality
LW2-s126572_bin_39	97.03	1.96	119	44	3	High-quality
Boar-s4_bin_26	97.04	1.11	159	47	0	High-quality
W4930_bin_35	97.04	0	69	50	0	High-quality
F4950_bin_14	97.07	0.26	58	37	3	High-quality
F4552_bin_17	97.09	0	96	37	0	High-quality
F5135_bin_4	97.09	0.15	151	28	0	High-quality
F5343_bin_58	97.09	0.7	57	38	0	High-quality
F5476_bin_43	97.09	0.69	110	26	1	High-quality
LW1-s150822_bin_24	97.09	0.22	95	38	2	High-quality
LW1-s150971_bin_21	97.1	0	174	50	0	High-quality
Boar-s23_bin_37	97.11	0.09	51	41	1	High-quality
W4975_bin_3	97.11	1.13	126	40	0	High-quality
LW1-s151714_bin_6	97.12	0.58	47	60	1	High-quality
W4930_bin_16	97.12	0.45	51	47	0	High-quality
F4894_bin_33	97.13	0.29	51	36	0	High-quality
F5381_bin_1	97.13	0.34	68	40	2	High-quality
F5381_bin_47	97.13	0.04	99	40	2	High-quality
Tibetan-s3800-12F_bin_19	97.13	0.04	102	41	7	High-quality
W5042_bin_11	97.14	0.63	215	35	0	High-quality
LW1-s150971_bin_11	97.16	0.72	140	72	1	High-quality
Boar-s8_bin_8	97.17	0	91	29	0	High-quality
LW1-s151433_bin_18	97.18	0	18	45	4	High-quality
QHF6-unmapped_bin_117	97.18	3.66	96	61	0	High-quality
Duroc-Low2_bin_21	97.2	0.93	236	39	3	High-quality
F5486_bin_26	97.2	0.02	68	38	0	High-quality
F5647_bin_4	97.2	0	110	37	0	High-quality
LW2-s127575_bin_27	97.2	1.24	176	56	1	High-quality
Tibetan-s1400-55F_bin_12	97.2	0.7	65	47	0	High-quality
LW1-s151487_bin_16	97.21	1.2	164	31	0	High-quality
F5594_bin_9	97.22	3.71	283	37	0	High-quality
QHF6-unmapped_bin_56	97.24	0.95	29	49	0	High-quality
F5511_bin_47	97.25	0.38	123	43	0	High-quality
Tibetan-s1400-43F_bin_17	97.25	1.21	120	34	0	High-quality
F4844_bin_37	97.26	1.23	305	50	2	High-quality
F5239_bin_18	97.26	0.55	49	37	0	High-quality
LW1-s150947_bin_37	97.27	0.79	58	41	1	High-quality
W5021_bin_94	97.27	0	81	48	2	High-quality
F4924_bin_59	97.29	1.61	57	38	0	High-quality
F5348_bin_33	97.29	0.81	90	45	0	High-quality
F4872_bin_5	97.31	1.08	142	52	2	High-quality
LW1-s151250_bin_2	97.31	0.47	189	57	0	High-quality
LW1-s151337_bin_12	97.31	0	60	41	3	High-quality
W4978_bin_20	97.31	0	56	37	4	High-quality
Boar-s14_bin_29	97.32	0	51	32	0	High-quality
Boar-s14_bin_7	97.32	0	58	37	0	High-quality
Boar-s23_bin_31	97.32	0.67	177	34	1	High-quality
Boar-s5_bin_26	97.32	0.34	114	25	0	High-quality
Boar-s8_bin_12	97.32	0	62	44	0	High-quality
F4390_bin_23	97.32	0.67	79	35	0	High-quality
F4950_bin_25	97.32	0.34	168	35	2	High-quality
F5158_bin_23	97.32	0	63	42	1	High-quality
F5173_bin_10	97.32	0	38	35	0	High-quality
F5316_bin_4	97.32	0	92	32	1	High-quality
F5374_bin_20	97.32	0	134	39	2	High-quality
F5379_bin_5	97.32	0.84	131	34	0	High-quality
Laiwu-LwCeLe_bin_10	97.32	0	71	37	2	High-quality
LW1-s151433_bin_4	97.32	0	68	42	1	High-quality
LW2-s127530_bin_25	97.32	0.67	95	50	1	High-quality
LW2-s127575_bin_7	97.32	0	56	39	1	High-quality
S133204A_bin_20	97.32	2.89	246	44	1	High-quality
S58506A_bin_27	97.32	0	117	30	1	High-quality
W4930_bin_14	97.32	0	168	40	5	High-quality
W4975_bin_1	97.32	0	162	41	1	High-quality
W5021_bin_54	97.32	0	33	46	3	High-quality
W5021_bin_62	97.32	0	101	35	2	High-quality
W5021_bin_65	97.32	0	89	35	2	High-quality
F4706_bin_9	97.33	1.47	91	35	0	High-quality
Tibetan-s602F_bin_10	97.33	1.33	140	16	0	High-quality
F4395_bin_32	97.35	1.34	102	37	0	High-quality
Boar-s14_bin_17	97.36	0.19	116	50	0	High-quality
W4930_bin_45	97.36	0	62	45	0	High-quality
W4974_bin_28	97.38	0	125	41	7	High-quality
F5635_bin_1	97.4	0	186	28	0	High-quality
F5641_bin_14	97.4	2.27	199	27	0	High-quality
LW1-s151246_bin_8	97.4	1.25	66	46	1	High-quality
Duroc.SH-FCR.LF3_bin_2	97.41	0.49	75	38	0	High-quality
LW1-s151691_bin_15	97.41	0	69	56	0	High-quality
F5429_bin_27	97.44	0.61	103	65	0	High-quality
F5336_bin_42	97.45	0.81	77	48	3	High-quality
Boar-s13_bin_16	97.46	1.37	162	45	1	High-quality
F5061_bin_14	97.48	1.23	138	33	0	High-quality
F5422_bin_25	97.49	4.87	210	14	1	High-quality
F5641_bin_15	97.49	0.33	146	52	1	High-quality
F4453_bin_14	97.5	1.15	78	55	3	High-quality
LW2-s127530_bin_35	97.5	0.35	67	32	0	High-quality
Tibetan-s3480-25M_bin_6	97.5	0.81	126	40	3	High-quality
Boar-s10_bin_9	97.51	4.69	260	39	2	High-quality
LW2-s126575_bin_44	97.53	2.22	151	40	0	High-quality
Duroc.SH-FCR.HF3_bin_26	97.55	0	235	35	1	High-quality
F4675_bin_13	97.55	0.81	85	42	0	High-quality
F5647_bin_32	97.55	1.29	160	40	3	High-quality
LW1-sD151116_bin_23	97.55	0.81	31	47	4	High-quality
Boar-s13_bin_12	97.58	0.05	55	57	18	High-quality
Boar-s2_bin_19	97.58	0	47	38	1	High-quality
LW1-sD151116_bin_32	97.58	0	54	50	1	High-quality
LW2-s127152_bin_1	97.58	0	50	47	2	High-quality
QHF6-unmapped_bin_280	97.58	1.88	85	31	0	High-quality
W4930_bin_11	97.58	1.61	227	54	10	High-quality
W5021_bin_16	97.58	0.27	76	46	1	High-quality
QHF6-unmapped_bin_670	97.6	0	48	36	0	High-quality
Laiwu-LwCeLe_bin_4	97.62	0.48	56	48	1	High-quality
QHF6-unmapped_bin_107	97.63	0.34	44	39	1	High-quality
W4936_bin_2	97.63	1.13	115	40	1	High-quality
W4978_bin_3	97.63	0	99	48	1	High-quality
QHF6-unmapped_bin_29	97.65	0	64	44	0	High-quality
LW2-s126572_bin_49	97.67	0	45	33	0	High-quality
F4948_bin_25	97.68	2.23	151	37	0	High-quality
W5042_bin_18	97.68	2.19	164	36	2	High-quality
LW2-s126575_bin_15	97.7	2.59	53	41	0	High-quality
W4930_bin_55	97.7	1.63	365	41	0	High-quality
Boar-s2_bin_42	97.73	2.27	174	47	4	High-quality
LW1-s150761_bin_24	97.73	1.14	102	36	0	High-quality
Tibetan-s3800-18M_bin_8	97.74	0.67	68	32	0	High-quality
QHF6-unmapped_bin_137	97.75	1.28	140	30	0	High-quality
Boar-s10_bin_4	97.76	0.34	81	43	0	High-quality
LW2-s127145_bin_32	97.77	0.74	61	43	2	High-quality
W5042_bin_21	97.77	2.23	227	48	0	High-quality
Boar-s10_bin_5	97.79	0	98	37	1	High-quality
Duroc-Low5_bin_7	97.8	0.67	265	48	3	High-quality
Boar-s10_bin_45	97.81	0.97	68	35	0	High-quality
LW1-sD150971_bin_31	97.83	1.88	169	52	1	High-quality
F4726_bin_2	97.84	0	239	61	1	High-quality
QHF6-unmapped_bin_141	97.84	1.1	168	22	2	High-quality
Boar-s2_bin_34	97.85	0.27	123	52	4	High-quality
Boar-s8_bin_36	97.85	0.45	22	36	0	High-quality
Duroc.SH-FCR.HF3_bin_12	97.85	0.27	192	40	0	High-quality
F4930_bin_25	97.85	0	52	50	0	High-quality
F5520_bin_39	97.85	0	64	49	1	High-quality
LW2-s127153_bin_8	97.85	0.2	161	29	0	High-quality
S38404A_bin_78	97.85	0.27	134	36	0	High-quality
W4930_bin_8	97.85	0	43	36	0	High-quality
F4453_bin_3	97.87	0	123	55	2	High-quality
F4972_bin_17	97.89	0.16	25	39	0	High-quality
F5256_bin_44	97.89	2.35	293	28	0	High-quality
S191108A_bin_37	97.89	0	104	50	0	High-quality
Boar-s7_bin_40	97.9	0.7	74	44	1	High-quality
Boar-s4_bin_13	97.92	1.51	106	44	0	High-quality
LW2-s127575_bin_34	97.92	0.13	73	48	0	High-quality
W4950_bin_16	97.92	0	69	45	0	High-quality
Duroc.SH-FCR.LF5_bin_2	97.93	1.55	117	17	0	High-quality
F5647_bin_24	97.95	0	193	19	1	High-quality
W5021_bin_63	97.95	1.36	126	35	1	High-quality
LW1-s151087_bin_4	97.96	0	80	57	6	High-quality
LW1-s151487_bin_6	97.96	0	65	42	0	High-quality
LW2-s127152_bin_42	97.96	0.81	75	53	6	High-quality
Duroc.SH-FCR.LM2_bin_1	97.97	0.68	202	43	1	High-quality
Boar-s19_bin_9	97.99	0	45	43	0	High-quality
Boar-s23_bin_17	97.99	0	68	35	0	High-quality
Boar-s35_bin_15	97.99	0	85	32	1	High-quality
Boar-s35_bin_1	97.99	1.34	152	28	0	High-quality
Boar-s5_bin_34	97.99	0.67	64	40	1	High-quality
F4653_bin_42	97.99	0	125	42	1	High-quality
F4724_bin_43	97.99	0	49	36	0	High-quality
F4903_bin_1	97.99	0.34	48	40	0	High-quality
F5268_bin_1	97.99	0	94	42	2	High-quality
F5343_bin_55	97.99	1.01	218	38	1	High-quality
LW1-s150971_bin_7	97.99	3.56	83	45	1	High-quality
LW1-s151250_bin_35	97.99	0	91	43	2	High-quality
LW2-s126610_bin_30	97.99	2.68	144	38	4	High-quality
LW1-s151433_bin_24	98.02	0	78	40	0	High-quality
LW1-s151337_bin_9	98.07	1.33	146	48	4	High-quality
W5042_bin_5	98.07	0.16	103	46	0	High-quality
Boar-s5_bin_20	98.09	0	131	40	0	High-quality
F5385_bin_18	98.09	0.38	92	43	0	High-quality
F5018_bin_11	98.1	0.79	184	49	1	High-quality
F5181_bin_47	98.1	0	34	35	0	High-quality
LW2-s126610_bin_1	98.1	1.67	167	39	0	High-quality
S41004A_bin_37	98.1	0	212	45	0	High-quality
W5042_bin_19	98.1	1.67	95	36	1	High-quality
W5021_bin_79	98.11	0.94	119	42	0	High-quality
LW2-s126575_bin_12	98.12	0.36	80	47	2	High-quality
LW2-s126572_bin_45	98.13	0.56	118	47	0	High-quality
S60108B_bin_39	98.13	0.05	155	24	1	High-quality
W5021_bin_59	98.13	2.69	146	30	1	High-quality
F5612_bin_43	98.18	1.32	80	20	2	High-quality
LW2-s127152_bin_47	98.23	0.38	53	59	0	High-quality
F4993_bin_31	98.24	0	59	43	21	High-quality
F5115_bin_7	98.25	0.88	142	33	4	High-quality
S29410A_bin_32	98.25	0	61	35	0	High-quality
F5235_bin_58	98.26	1.57	75	40	1	High-quality
F5380_bin_1	98.29	2.65	231	23	1	High-quality
Boar-s4_bin_8	98.3	0	47	37	2	High-quality
W4930_bin_7	98.3	1.44	208	42	1	High-quality
Boar-s2_bin_12	98.31	0.07	50	39	0	High-quality
F4596_bin_64	98.32	1.23	83	40	0	High-quality
LW1-s151250_bin_4	98.32	0	112	39	1	High-quality
LW1-s151087_bin_10	98.33	0	99	52	0	High-quality
LW1-s151246_bin_1	98.33	0	43	58	1	High-quality
Boar-s35_bin_2	98.34	2.15	62	36	0	High-quality
